question,document_identifier
"Hello,I have a, PowerEdge R730xd, which needs its firmware updated.I booted the system and entered the System Setup and found the following,- System BIOS Version 1.1.4- System Management Engine Version 3.07.141- System CPLD Version 1.0.1- UEFI Compliance Version 2.3.1- iDRAC Settings Version 2.00.00.44- iDRAC Firmware Version 2.02.01 (Build 92)- iDRAC License Enterprise- IPMI Version 2.00- Backplane1 Firmware Version 1.09This system also has, LifeCycle Controller, available via F10, I believe.I am familiar with updating the BIOS on a workstation.  But, I have never updated the BIOS on a server.If someone could point me in the correct direction to read instructions describing the steps to update the firmware I will appreciate that.  Or, can the LifeCycle Controller do all the firmware updates required?Thank you.",doc_395
"Hello,I have an R610 that boots with “System Services Disabled”, and eventually a notification of iDrac6 failure.I swapped out the iDrac6 Enterprise card to make sure that wasn’t the problem, and the boot still fails.I read a post that stated that the next step to try is to run the “lifecycle controller repair package” to try to reflash that firmware.  Many posts all talk about running this from the iDrac6 web interface, which of course I cannot do, as the iDrac6 has failed.One post talked about running it from the Dell Repository Manager.  Unfortunately, the post did not give a lot of detail about *how* to run it from the DRM.  I have downloaded and installed DRM on that server, but not sure how to proceed?  Can anyone give me some more detailed information on exact steps?Also, if this fails too, can I simply replace the LC component with a new one?  That component is, I believe, combined with the component I look at as the iDrac6 Express?  If this can be replaced, it may be simpler that the whole DRM route.Thanks.Bryan Hunt",doc_396
"Hello,I have an old DELL T310 that is working perfectly for my needs.I need to install a 2,5gbps network card or 10gbps, to reach the maximum speed of the 2,5gbps internet fiber connection. The dell t310 pci bus speed can reach at least 2,5gbps?I have already installed a SAS Pci card with 6 HD...it's the pci bus speed shared?I can install any cheap 2,5gbps network card?Really thank you.Regards.",doc_397
"Hello,I have a PowerEdge 1950 BIOS 2.7.0 with DRAC 5 Firmware Version 1.65 (12.08.16).When trying to connect to ""Console"" I am receiving the error  ""Error when reading from SSL socket connection"".I did comment the line ""#   jdk.tls.disabledAlgorithms=SSLv3, RC4, MD5withRSA, DH keySize < 768"" at java.security file but still the same.I am using WIndows 10 with latest FireFox.Thanks in advanced,Asaf",doc_398
"Hello,I have a PowerEdge 2900 III with SAS 6/iR Integrated (Embedded) and SATAu with two bays of 4 HDD int each bay.I would like to install 8 SATA HDD of 1TB each and to make a RAID 10 configuration for all 8 HDD so in total I will have one storage of 4 TB.Is it possible to do so as the PERC 6/iR has two separate connectors?Thanks,AG ",doc_399
"Hello,I have been trying to install windows server 2003 on  a few servers I received a few weeks back.  The system has RAID set up and it is enabled but when it attempts to install WS it says there are no hard drives.I was trying to download ""Updating Dell Power Edge servers via bootable media / ISO"" but there are no downloads for a 2850.Also I tried to download this ""Dell Systems Build and Update Utility""  but most of the time it stops and says download failed...",doc_400
"Hello,I have installed ISM on my PowerEdge R730 and enabled SNMP for monitoring via PRTG, I can access iDRAC now via a browser on the local machine using the port 1266, but is it possible to access the iDRAC GUI via another computers interface? And if so, should it be reachable via that remote machines IP address and use iDRAC pass-through to communicate with the iDRAC system? Hope my question makes sense, thanks.",doc_401
"Hello,I have poweredge r720xd with a perc h710 min embedded raid controller,1. I remember that I read some where that the max number of drives I could have in a single virtual  disk in this server was 8 is this true?2. how many different raid types can I have in the server at once, for example can I have 1 raid 0, 1 raid 5, and one raid 6? (a virtual disk for each raid)3. if I am adding a drive to this array can I pause the raid expansion during work hours?thanksRegardsEric Hendrickson",doc_402
"Hello,I have recently acquired a Dell R710 with 96gB, ""6x16gB 2Rx4 PC3L-12800R"" of memory. Memory is in slots A1, A2, A3 and B1, B2, B3. I will be using this system as a single ESXi host in my home.If I want to add another 96gB of RAM, are either of the following options acceptable?- 6x16gB (A4, A5, A6 and B4, B5, B6)- 12x8gB (A4, A5, A6, A7, A8, A9 and B4, B5, B6, B7, B8, B9)I would be using ""2Rx4 PC3L-12800R"" as I know that there are issues with quad rank modules.Other suggestions are welcomed.Regards",doc_403
"Hello,I have server power edg r510 in my university work, I want to install ram 128gb on it, but I do not how to configure it, I have 8 x 16gb, how do it ?when put all ram ""8 * 16"" the server is not accept and show me only 16gb ...any one tell me how to do it ?!! plz...",doc_404
"Hello,I have some dell r710 with idrac6 express.I would like to upgrade to enterprise version to use kvm console.I know that need to purchase the idrac6 Ent hardware to replace.But I would like to upgrate to idrac7 Enterprise instead off idrac6 Ent.Does r710 able to upgrade to idrac7 Ent or just idrac6 Ent ?Plz advice !Thank you.anhhuyla@",doc_405
"Hello,I have two R720 hosts, and when I took the first host offline and installed the CPUs, it didn't go well. When I try to boot with both new CPUs it triggers two types of errors. The first is each CPU triggers ""VCORE PG VOLTAGE OUT OF RANGE"" or something like that (I can get specifics if required), and the second is ""MOTHERBOARD FAIL-SAFE VOLTAGE OUT OF RANGE"". I confirmed by BIOS is up to date at version 2.9.0.I should also note, my method of upgrading was just taking out the old CPUs and putting in the new, I am not sure if more needs to be done to complete the migration between verisons.I have two, 750 W power supplies, but have not checked my motherboard revision as I am not sure how to. Please let me know what other information I can provide.Thanks,Sean",doc_406
"Hello,I inherited a FX2 which has an FN410s module installed, which is not our standard configuration for most things so i'm not super familiar with those.. Our security scans are alerting about setting the SNMP community string on the IPs of the FN410 modules, but I don't see anywhere in the UI for them to set it. I tried SSHing to the module IP but it didn't connect (i'm not sure if these support ssh for CLI access or not). I found this thread https://www.dell.com/community/Blades/FN410S-SNMP-setup/m-p/7503261#M1054 which suggests doing it via CLI, but not sure if that is the CMC CLI or specific to the FN410. Appreciate any guidance, thanks!",doc_407
"Hello,I inherited a used T410 from work and would like to upgrade the CPUs to faster models as they can be bought pretty cheap used.My issue is that I am getting confused what CPU series are supported. I have identified the server as a Rev. 1 system which looking at the original Dell compatability shows that it supports the X5500 series of Xeon CPUs. However I see that the chipset itself seems to support the 5600 series, but looking online it seems like the Rev 1 T410 might not.Regardless of official support, can anyone say that a 95w TDP 5600 CPU like the X5675 should work in a Rev 1 T410? Or is the 5600 series only working in the Rev 2?Insight would be appreciated because if I can get dual hexacore CPUs the server would be useful to me.",doc_408
"Hello,I just installed a fresh out of the box R650x. At startup I have this error message.hwc8010 Config Error: SL Cable NO_SL_SRC and CTRL_DST_PA1I can't find anywhere what cable is missing.Thank's for your help. ",doc_409
"Hello,I just ordered a Poweredge T30. I don't need huge graphics performance, but I have two monitors with DVI-D connectors that I need to connect. My plan is to get a PCIe graphics card for that purpose, something around 25 Watts to stay within the limits of T30's the power unit.Is it easy to deactivate the internal graphics chip in the BIOS once I plug in a graphics card?What else do I have to keep in mind?This will be a Linux system.",doc_410
"Hello,I need to update my memories DELL R410 server, but information on the Internet is unclear. I can not find reliable information related to the maximum amount of memory that supports this server.I need to install memories 128 GB (4 GB x16), and I would like to know the maximum frequency (1066 MHz or 1333 MHz). In some DELL documents specified to be 1066 MHz and in others that may be of 1333 and other documents specified that the maximum amount supported is 64GB.It is possible a recommendation of memories from other manufacturers?regards",doc_411
"Hello,I need to disable Integrated RAID controller on iDRAC 9 and cannot do that.On iDRAC 7 there is an option:Integrated Devices -> Integrated Raid Controller -> Disabledbut it doesn't appear on iDRAC 9.What can be done ?Thanks in advance,Leon",doc_412
"Hello,I recently have been asked to repair and upgrade a Dell PowerEdge 4400 server (Tag #BMWP701) that runs our business critical ERP system. In order to make sure I am using the correct parts and configuring it properly, I need to know all the configuration of connectors, pin outs, jumper settings, etc. This should all be described in the Service Manual.I've scoured the Dell Support website, and searched through the ftp site, but I have been unable to locate it. Can anyone help me find it? Please help me if you can!Thanks in advance,Jim",doc_413
